künstl_Saison;VA_Projekt;VATyp;Datum_von;Datum_bis;VA_Raum;Aktivitätsstatus;VA_Titel;Anzeige_Besetzung;Anzeige_Programm;Abo's
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;17.03.2008 20:00;17.03.2008 22:30;Auswärtig;Konzert;thema: Grüne Woche;"les jeunes solistes
Rachid Safir Dirigent";"Guillaume Dufay „Salve flos Tuscae gentis“ - „Vos nunc, Etruscorum iubar, salvete puellae!“
Guillaume Dufay „Lamentatio sanctae matris ecclesiae constantinopolitanae“
Guillaume Dufay „Vergene bella, che di sol vestita“
Johannes Ockeghem Kyrie aus der „Missa prolationum“
Josquin Desprez „Miserere mei, Deus“
Klaus Huber „Miserere hominibus ... mammona iniquitatis“";
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;18.03.2008 00:01;18.03.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;18.03.2008 00:01;18.03.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;18.03.2008 00:01;18.03.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;18.03.2008 18:00;18.03.2008 20:00;Werner-Otto-Saal;Konzert;fokus: Cembalo;Ton Koopman Cembalo;"Jan Pieterszoon Sweelinck „Ballo del Granduca“
Girolamo Frescobaldi Cento partite sopra passacagli";
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;18.03.2008 20:00;18.03.2008 23:00;Großer Saal;Konzert;thema: Grüne Woche;"Cantus Cölln
Konrad Junghänel Dirigent
Ton Koopman Orgel
Concerto Palatino";"Dietrich Buxtehude „Nun komm, der Heiden Heiland“ - Choralbearbeitung für Orgel BuxWV 211
Franz Tunder „Hosianna dem Sohne Davids“ - Kantate für fünf Singstimmen, Instrumente und Basso continuo
Matthias Weckmann „Gelobet seist du, Jesu Christ'“ - Choralvariationen für Orgel
Dietrich Buxtehude „Fürwahr, er trug unsere Krankheit“ - Kantate für fünf Singstimmen, Instrumente und Basso continuo BuxWV 31
Georg Böhm „Christ lag in Todesbanden“ - Choralbearbeitung für Orgel
Nicolaus Bruhns „Hemmt eure Tränenflut“ - Kantate für vier Singstimmen, Instrumente und Basso continuo
Dietrich Buxtehude „Gott fähret auf mit Jauchzen“ - Kantate für zwei Soprane, Baß, Instrumente und Basso continuo BuxWV 33
Matthias Weckmann „Komm, Heiliger Geist, Herre Gott“ - Choralvariationen für Orgel
Franz Tunder „Ein feste Burg ist unser Gott“ - Kantate für vier Singstimmen, Instrumente und Basso continuo 
Nicolaus Bruhns „Die Zeit meines Abschieds ist vorhanden““ - Geistliches Konzert für vier Singstimmen, Instrumente und Basso continuo";
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;19.03.2008 00:01;19.03.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;19.03.2008 00:01;19.03.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;19.03.2008 00:01;19.03.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;19.03.2008 18:00;19.03.2008 20:00;Werner-Otto-Saal;Konzert;fokus: Cembalo;"Andreas Staier Cembalo
Christine Schornsheim Cembalo";"Johann Sebastian Bach Konzert für zwei Cembali C-Dur BWV 1061
Georg Friedrich Händel Chaconne G-Dur HWV 435
Georg Philipp Telemann Fünf Sätze aus der Ouvertüre C-Dur („Hamburger Ebb und Fluth“), für Cembalo bzw. Cembalo zu vier Händen bearbeitet von Andreas Staier
Joseph Haydn Capriccio „Acht Sauschneyder müssen sein“ G-Dur Hob XVII:1
Georg Philipp Telemann Vier Sätze aus der „Alster-Ouvertüre“ F-Dur, für Cembalo zu vier Händen bearbeitet von Andreas Staier
Wolfgang Amadeus Mozart Sonate für Cembalo zu vier Händen D-Dur KV 381";
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;19.03.2008 20:30;19.03.2008 23:00;Kleiner Saal;Konzert;thema: Grüne Woche;"Il Concerto Soave
Maria Cristina Kiehr Sopran
Midori Seiler Violine
Jean-Marc Aymes Leitung";"Girolamo Frescobaldi Capriccio di durezze in d
Claudio Monteverdi „Lamento d'Arianna“ für Sopran und Basso continuo";
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;20.03.2008 00:01;20.03.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;20.03.2008 00:01;20.03.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;20.03.2008 00:01;20.03.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;20.03.2008 18:00;20.03.2008 20:00;Werner-Otto-Saal;Konzert;fokus: Cembalo;Christophe Rousset Cembalo;"Louis Couperin Suite c-Moll
Jean-Henry d'Anglebert Suite g-Moll
François Couperin XXI. Ordre e-Moll
Jean-Philippe Rameau Suite e-Moll
Joseph-Nicolas-Pancrace Royer Suite d-Moll";
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;20.03.2008 20:00;20.03.2008 23:00;Großer Saal;Konzert;thema: Grüne Woche;"Ensemble Mala Punica
Pedro Memelsdorff";;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;21.03.2008 00:01;21.03.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;21.03.2008 00:01;21.03.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;21.03.2008 00:01;21.03.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Konzerthausorchester SK Ostern (2007/08 K);KHB;21.03.2008 20:00;21.03.2008 22:30;Großer Saal;Konzert;Konzert am Karfreitag;"Konzerthausorchester Berlin
Vocalconsort Berlin
Roland Kluttig";"Orlando di Lasso „Prophetiae Sibyllarum“ (Auszüge)
Olivier Messiaen „Et exspecto resurrectionem mortuorum“ für Orchester
Joseph Haydn „Die sieben letzten Worte unseres Erlösers am Kreuze“ (Orchesterfassung) Hob XX/1";
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;22.03.2008 00:01;22.03.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;22.03.2008 00:01;22.03.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;22.03.2008 00:01;22.03.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Orgelkonzerte (2007/08 K);KHB;22.03.2008 15:30;22.03.2008 17:30;Großer Saal;Konzert;"zeitfenster - Biennale Alter Musik
thema: Grüne Woche";Bernard Foccroulle Orgel;"Dietrich Buxtehude Praeludium in D BuxWV 139
Dietrich Buxtehude „Durch Adams Fall ist ganz verderbt“ - Choralbearbeitung BuxWV 183
Dietrich Buxtehude Canzona in G BuxWV 170
Dietrich Buxtehude „Gelobet seist du, Jesu Christ“ - Choralfantasie BuxWV 188
Dietrich Buxtehude Toccata in F BuxWV 156
Johann Sebastian Bach „Durch Adams Fall ist ganz verderbt“ BWV 637
Johann Sebastian Bach „Gelobet seist du, Jesu Christ“ BWV 604
Johann Sebastian Bach Sonate C-Dur BWV 529
Johann Sebastian Bach Fantasie und Fuge g-Moll BWV 542";
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;22.03.2008 19:00;22.03.2008 23:30;Besucherservice;Konzert;spezial: Italienische Nacht;;;
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;22.03.2008 19:00;22.03.2008 23:30;Großer Saal;Konzert;spezial: Italienische Nacht;;;
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;22.03.2008 19:00;22.03.2008 23:30;Kleiner Saal;Konzert;spezial: Italienische Nacht;;;
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;22.03.2008 19:00;22.03.2008 23:30;Konzerthaus Berlin;Konzert;spezial: Italienische Nacht;"I Fagiolini
Robert Hollingworth Leitung
Hille Perl Viola da Gamba
Lee Santana Theorbe
Enrico Onofri Violine
Georg Kallweit Violine
Riccardo Doni Cembalo
William Dongois Sonstiges
Carsten Lohff Cembalo
Philippe Jaroussky Countertenor
Björn Colell Barockgitarre";;
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;22.03.2008 19:00;22.03.2008 23:30;Musikclub;Konzert;spezial: Italienische Nacht;;;
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;22.03.2008 19:00;22.03.2008 23:30;Werner-Otto-Saal;Konzert;spezial: Italienische Nacht;;;
2007/08 K;Zeitfenster 2008 (2007/08 K);KHB;23.03.2008 20:00;23.03.2008 23:00;Großer Saal;Konzert;thema: Grüne Woche;"Hespèrion XXI
Jordi Savall Leitung
Montserrat Figueras Gesang";;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;24.03.2008 00:01;24.03.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;24.03.2008 00:01;24.03.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;24.03.2008 00:01;24.03.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;25.03.2008 00:01;25.03.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;25.03.2008 00:01;25.03.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;25.03.2008 00:01;25.03.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;26.03.2008 00:01;26.03.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;26.03.2008 00:01;26.03.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;26.03.2008 00:01;26.03.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;27.03.2008 00:01;27.03.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;27.03.2008 00:01;27.03.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;27.03.2008 00:01;27.03.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;28.03.2008 00:01;28.03.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;28.03.2008 00:01;28.03.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;28.03.2008 00:01;28.03.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;29.03.2008 00:01;29.03.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;29.03.2008 00:01;29.03.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;29.03.2008 00:01;29.03.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;"Orgel für ""pfiffige"" Kinder (2007/08 K)";KHB;29.03.2008 15:30;29.03.2008 17:00;Großer Saal;Konzert;Orgel für „Pfiffige“ Kinder;;;
2007/08 K;"Orgel für ""pfiffige"" Kinder (2007/08 K)";KHB;29.03.2008 15:30;29.03.2008 17:00;Musikclub;Konzert;Orgel für „Pfiffige“ Kinder;;;
2007/08 K;Konzerthausorchester F3  (2007/08 K);KHB;29.03.2008 20:00;29.03.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Fabrice Bollon
David Geringas Violoncello";"Igor Strawinsky „Feuerwerk“ - Fantasie für großes Orchester op. 4
Sergej Prokofjew Sinfonisches Konzert für Violoncello und Orchester e-Moll op. 125
Béla Bartók „Der holzgeschnitzte Prinz“ - Tanzspiel in einem Akt von Béla Balász";Abo F
2007/08 K;Papageno spielt auf der Zauberflöte (2007/08 K);KHB;30.03.2008 15:30;30.03.2008 17:00;Musikclub;Konzert;„Papageno spielt auf der Zauberflöte“;;;
2007/08 K;Konzerthausorchester F3  (2007/08 K);KHB;30.03.2008 16:00;30.03.2008 18:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Fabrice Bollon
David Geringas Violoncello";"Igor Strawinsky „Feuerwerk“ - Fantasie für großes Orchester op. 4
Sergej Prokofjew Sinfonisches Konzert für Violoncello und Orchester e-Moll op. 125
Béla Bartók „Der holzgeschnitzte Prinz“ - Tanzspiel in einem Akt von Béla Balász";Abo F
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;31.03.2008 00:01;31.03.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;31.03.2008 00:01;31.03.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;31.03.2008 00:01;31.03.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;02.04.2008 00:01;02.04.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;02.04.2008 00:01;02.04.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;02.04.2008 00:01;02.04.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;03.04.2008 00:01;03.04.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;03.04.2008 00:01;03.04.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;03.04.2008 00:01;03.04.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Konzerthausorchester A4 (2007/08 K);KHB;03.04.2008 20:00;03.04.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Rolf Gupta
Havard Gimse Klavier";"Rolf Wallin „Act“ für großes Orchester
Edvard Grieg Konzert für Klavier und Orchester a-Moll op. 16
Jean Sibelius Sinfonie Nr. 2 D-Dur op. 43";Abo A
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;04.04.2008 00:01;04.04.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;04.04.2008 00:01;04.04.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;04.04.2008 00:01;04.04.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Konzerthausorchester A4 (2007/08 K);KHB;04.04.2008 20:00;04.04.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Rolf Gupta
Havard Gimse Klavier";"Rolf Wallin „Act“ für großes Orchester
Edvard Grieg Konzert für Klavier und Orchester a-Moll op. 16
Jean Sibelius Sinfonie Nr. 2 D-Dur op. 43";Abo A
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;05.04.2008 00:01;05.04.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;05.04.2008 00:01;05.04.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;05.04.2008 00:01;05.04.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Elfenzauber 07/08 (2007/08 K);KHB;05.04.2008 15:30;05.04.2008 17:00;Musikclub;Konzert;„Elfenzauber“;;;
2007/08 K;Konzerthausorchester A4 (2007/08 K);KHB;05.04.2008 20:00;05.04.2008 22:30;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Rolf Gupta
Havard Gimse Klavier";"Rolf Wallin „Act“ für großes Orchester
Edvard Grieg Konzert für Klavier und Orchester a-Moll op. 16
Jean Sibelius Sinfonie Nr. 2 D-Dur op. 43";Abo A
2007/08 K;Tag der offenen Tür (2007/08 K);KHB;06.04.2008 11:00;06.04.2008 18:00;Besucherservice;Konzert;Tag der offenen Tür;;;
2007/08 K;Tag der offenen Tür (2007/08 K);KHB;06.04.2008 11:00;06.04.2008 18:00;Carl-Maria-von-Weber-Saal;Konzert;Tag der offenen Tür;;;
2007/08 K;Tag der offenen Tür (2007/08 K);KHB;06.04.2008 11:00;06.04.2008 18:00;Eingangsfoyer;Konzert;Tag der offenen Tür;;;
2007/08 K;Tag der offenen Tür (2007/08 K);KHB;06.04.2008 11:00;06.04.2008 18:00;Großer Saal;Konzert;Tag der offenen Tür;;;
2007/08 K;Tag der offenen Tür (2007/08 K);KHB;06.04.2008 11:00;06.04.2008 18:00;Kleiner Saal;Konzert;Tag der offenen Tür;;;
2007/08 K;Tag der offenen Tür (2007/08 K);KHB;06.04.2008 11:00;06.04.2008 18:00;Konzerthaus Berlin;Konzert;Tag der offenen Tür;"Konzerthausorchester Berlin
Lothar Zagrosek";;
2007/08 K;Tag der offenen Tür (2007/08 K);KHB;06.04.2008 11:00;06.04.2008 18:00;Ludwig-van-Beethoven-Saal;Konzert;Tag der offenen Tür;;;
2007/08 K;Tag der offenen Tür (2007/08 K);KHB;06.04.2008 11:00;06.04.2008 18:00;Musikclub;Konzert;Tag der offenen Tür;;;
2007/08 K;Tag der offenen Tür (2007/08 K);KHB;06.04.2008 11:00;06.04.2008 18:00;Säulenfoyer (Umgang);Konzert;Tag der offenen Tür;;;
2007/08 K;Tag der offenen Tür (2007/08 K);KHB;06.04.2008 11:00;06.04.2008 18:00;Werner-Otto-Saal;Konzert;Tag der offenen Tür;;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;07.04.2008 00:01;07.04.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;07.04.2008 00:01;07.04.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;07.04.2008 00:01;07.04.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Kammerorchester International (2007/08 K);KHB;07.04.2008 20:00;07.04.2008 22:30;Großer Saal;Konzert;Konzert;"Kammerorchester Basel
Giovanni Antonini Dirigent
Emmanuel Pahud Flöte";"Joseph Martin Kraus Ouvertüre aus der Bühnenmusik zu Voltaires Trauerspiel „Olympie“
François Devienne Konzert für Flöte und Orchester Nr. 7 e-Moll
Wolfgang Amadeus Mozart Andante für Flöte und Orchester C-Dur KV 315
Ludwig van Beethoven Sinfonie Nr. 5 c-Moll op. 67";Abo KOI
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;08.04.2008 00:01;08.04.2008 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;08.04.2008 00:01;08.04.2008 23:59;Ludwig-van-Beethoven-Saal;Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
2007/08 K;Maria Callas & Swarovski Bühnenjuwelen 07/08 (2007/08 K);KHBKoop;08.04.2008 00:01;08.04.2008 23:59;Säulenfoyer (Umgang);Ausstellung;"Maria Callas & Swarovski
Bühnenjuwelen";;;
